Msg 9829, Level 16, State 1, Server AOVIA1VMS006, Line 40
STRING_AGG aggregation result exceeded the limit of 8000 bytes. Use LOB types to avoid result truncation.
COLUMN_NAME;TableCount;Tables;DataType
LadeToleranz;2;T_LadePlanungen, T_WareneingangPlanungen;int
Lagerbewegungen;2;T_LieferKonten, T_LieferKontenArchiv;int
LetztesAbgangsDatum;2;T_LieferKonten, T_LieferKontenArchiv;datetime
LetztesZugangsDatum;2;T_LieferKonten, T_LieferKontenArchiv;datetime
LfdNrExtern;2;T_LagerabgleichBarcodes, T_WareneingangPositionen;int
LiefArtNr;2;T_EDIDokumentPositionen, T_Wareneingaenge;nvarchar
LieferantenNr;2;T_EAIJournalAdresse, T_EAIJournalEx;nvarchar
LieferBuchung;2;T_LieferBuchungen, T_LieferPositionen;int
LieferMengeHE;2;T_EAIJournalPosition, T_EAIJournalWarenPosition;int
LieferscheinDatum;2;T_EAIJournalPosition, T_InhouseLieferungen;datetime
MaterialQualitaet;2;T_BestellPositionenBewertungen, T_WareneingangBewertungen;int
MengenEinheitBez;2;T_EAIJournalBestellPosition, T_EAIJournalWarenPosition;nvarchar
MengeProVpk;2;T_Bestellung, T_Bestellvorschlaege;float
MinimumProzentLieferMenge;2;T_AuftragsAbrufe, T_Bestellpositionen;float
MitSkonto;2;T_EAIJournalLeistungsPosition, T_EAIJournalWarenPosition;int
PlanMenge;2;T_Abrufe, T_LadeAuftraege;float
PlanMengeVPK;2;T_Abrufe, T_LadeAuftraege;float
PlanStatus;2;T_AuftragsAbrufe, T_AuftragsAbrufeHistorie;int
PositionBez;2;T_EAIJournalBestellPosition, T_EAIJournalPosition;nvarchar
PositionsStatus;2;T_Bestellpositionen, T_LieferantenReklamationsPositionen;int
PositionsText;2;T_EAIJournalText, T_EAIJournalTextPosition;nvarchar
PositionsTyp;2;T_LieferBuchungen, T_LieferPositionen;int
PreisEinheitBez;2;T_EAIJournalLeistungsPosition, T_EAIJournalWarenPosition;int
PreisGueltigAb;2;T_AuftragsAbrufe, T_AuftragsAbrufeHistorie;int
PreisNettoProEinheit;2;T_EAIJournalLeistungsPosition, T_EAIJournalWarenPosition;float
PreisNettoProEinheitBW;2;T_EAIJournalLeistungsPosition, T_EAIJournalWarenPosition;float
Preistyp;2;T_Bestellpositionen, T_Bestellvorschlaege;int
ProduktionsArtikelBez;2;T_EAIJournalBestellPosition, T_EAIJournalWarenPosition;nvarchar
ProduktionsBuchung;2;T_LieferBuchungen, T_LieferPositionen;int
RechnungText;2;T_AuftragsAbrufe, T_AuftragsAbrufeHistorie;nvarchar
Reihenfolge;2;T_LadePlanungen, T_WareneingangPlanungen;int
RemainingWasteWeight;2;T_BlockingOrders, T_ReworkOrders;decimal
Retries;2;T_AxIncasTransferQueueEntry, T_AxTransferQueueEntry;int
Revision;2;T_Bestellungen, T_BestellungenJournal;int
Service;2;T_LieferantenBewertungen, T_LieferantenBewertungenHistorie;int
SollMenge;2;T_EntladePlanungen, T_Wareneingaenge;float
SollMengeVPK;2;T_EntladePlanungen, T_Wareneingaenge;float
SpediteurBez;2;T_EAIJournal, T_EAIJournalEx;nvarchar
TextVorlageBez;2;T_EAIJournalText, T_EAIJournalTextPosition;nvarchar
ToleranzTyp;2;T_AuftragsAbrufe, T_AuftragsAbrufeHistorie;int
TransaktionUID;2;T_EAIJournalSynch, T_EDIUpload;uniqueidentifier
TransportEinheitBez;2;T_EAIJournalBestellPosition, T_EAIJournalWarenPosition;nvarchar
TransportEinheitTyp;2;T_EAIJournalBestellPosition, T_EAIJournalWarenPosition;int
Urheber;2;T_LieferBuchungen, T_LieferPositionen;int
UrheberReferenz;2;T_LieferBuchungen, T_LieferPositionen;int
URL;2;T_AxTransferQueueEntry, T_EDIRouting;nvarchar
Ursprungsland;2;T_EAIJournalBestellPosition, T_EAIJournalWarenPosition;nvarchar
VerpackungsQualitaet;2;T_BestellPositionenBewertungen, T_WareneingangBewertungen;int
WaehrungBez;2;T_EAIJournal, T_EAIJournalAdresse;nvarchar
ZusatzInfo1;2;T_EAIJournalAdresse, T_EAIJournalPosition;nvarchar
ZusatzInfo2;2;T_EAIJournalAdresse, T_EAIJournalPosition;nvarchar
ZusatzInfo3;2;T_EAIJournalAdresse, T_EAIJournalPosition;nvarchar
ZusatzInfo5;2;T_AuftragsAbrufe, T_EAIJournalPosition;nvarchar
ZusatzInfo6;2;T_AuftragsAbrufe, T_EAIJournalPosition;nvarchar

(301 rows affected)
TABLE_NAME;COLUMN_NAME;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;IS_NULLABLE
----------;-----------;---------;------------------------;-----------
syncobj_0x3034363234464337;Beleg;nvarchar;50;NO
syncobj_0x3036384341383934;Referenz;nvarchar;50;NO
syncobj_0x3039303644304641;Beleg;nvarchar;50;YES
syncobj_0x3039303644304641;ReferenzBuchungsDatum;datetime;NULL;YES
syncobj_0x3039373443443136;Beleg;nvarchar;50;NO
syncobj_0x3045433141433846;IdEDIDokumentPosition;int;NULL;YES
syncobj_0x3046303833383633;Beleg;nvarchar;50;YES
syncobj_0x3132373642344433;TransportKostenDokumentiert;int;NULL;YES
syncobj_0x3145314431423431;IdJournalBeleg;int;NULL;YES
syncobj_0x3145314431423431;ReferenzDatum;datetime;NULL;YES
syncobj_0x3145314431423431;ReferenzNummer;nvarchar;50;YES
syncobj_0x3145453536333938;IdEDIDokumentPosition;int;NULL;YES
syncobj_0x3231304545354137;IdGutschriftBeleg;int;NULL;YES
syncobj_0x3231304545354137;IdRechnungsBeleg;int;NULL;YES
syncobj_0x3231304545354137;ReferenzAuftragsBestDatum;datetime;NULL;YES
syncobj_0x3231304545354137;ReferenzAuftragsBestNummer;nvarchar;50;YES
syncobj_0x3231304545354137;ReferenzAuftragsBestPosition;nvarchar;50;YES
syncobj_0x3231304545354137;ReferenzBestellungDatum;datetime;NULL;YES
syncobj_0x3231304545354137;ReferenzBestellungNummer;nvarchar;50;YES
syncobj_0x3231304545354137;ReferenzBestellungPosition;nvarchar;50;YES
syncobj_0x3231304545354137;ReferenzGutschriftDatum;datetime;NULL;YES
syncobj_0x3231304545354137;ReferenzGutschriftNummer;nvarchar;50;YES
syncobj_0x3231304545354137;ReferenzGutschriftPosition;nvarchar;50;YES
syncobj_0x3231304545354137;ReferenzLieferscheinDatum;datetime;NULL;YES
syncobj_0x3231304545354137;ReferenzLieferscheinNummer;nvarchar;50;YES
syncobj_0x3231304545354137;ReferenzLieferscheinPosition;nvarchar;50;YES
syncobj_0x3231304545354137;ReferenzPosition;nvarchar;50;YES
syncobj_0x3231304545354137;ReferenzRechnungsDatum;datetime;NULL;YES
syncobj_0x3231304545354137;ReferenzRechnungsNummer;nvarchar;50;YES
syncobj_0x3231304545354137;ReferenzRechnungsPosition;nvarchar;50;YES
syncobj_0x3232384146414443;Beleg;nvarchar;50;NO
syncobj_0x3232384146414443;ReferenzBuchung;int;NULL;NO
syncobj_0x3232384146414443;UrheberReferenz;int;NULL;NO
syncobj_0x3235343336373536;IdEDIDokumentPosition;int;NULL;YES
syncobj_0x3236433930464332;Beleg;nvarchar;50;YES
syncobj_0x3236433930464332;IdEDIDokumentPosition;int;NULL;YES
syncobj_0x3242373933393938;BelegNr;nvarchar;10;YES
syncobj_0x3332414633334634;IdEDIDokumentPosition;int;NULL;NO
syncobj_0x3530364331444544;Beleg;nvarchar;50;NO
syncobj_0x3539384435433746;DokumentTyp;nvarchar;50;NO
syncobj_0x3541393236343442;Beleg;nvarchar;50;NO
syncobj_0x3545384634354439;Beleg;nvarchar;50;YES
syncobj_0x3546303532323239;Beleg;nvarchar;50;NO
syncobj_0x3546423537464142;Beleg;nvarchar;50;NO
syncobj_0x3546423537464142;UrheberReferenz;int;NULL;NO
syncobj_0x3632393843394434;Beleg;nvarchar;50;NO
syncobj_0x3632393843394434;UrheberReferenz;int;NULL;NO
syncobj_0x3633344132303534;BelegNr;int;NULL;YES
syncobj_0x3635394142434538;IdGutschriftBeleg;int;NULL;YES
syncobj_0x3635394142434538;IdRechnungsBeleg;int;NULL;YES
syncobj_0x3635394142434538;ReferenzAuftragsBestDatum;datetime;NULL;YES
syncobj_0x3635394142434538;ReferenzAuftragsBestNummer;nvarchar;50;YES
syncobj_0x3635394142434538;ReferenzAuftragsBestPosition;nvarchar;50;YES
syncobj_0x3635394142434538;ReferenzBestellungDatum;datetime;NULL;YES
syncobj_0x3635394142434538;ReferenzBestellungNummer;nvarchar;50;YES
syncobj_0x3635394142434538;ReferenzBestellungPosition;nvarchar;50;YES
syncobj_0x3635394142434538;ReferenzGutschriftDatum;datetime;NULL;YES
syncobj_0x3635394142434538;ReferenzGutschriftNummer;nvarchar;50;YES
syncobj_0x3635394142434538;ReferenzGutschriftPosition;nvarchar;50;YES
syncobj_0x3635394142434538;ReferenzLieferscheinDatum;datetime;NULL;YES
syncobj_0x3635394142434538;ReferenzLieferscheinNummer;nvarchar;50;YES
syncobj_0x3635394142434538;ReferenzLieferscheinPosition;nvarchar;50;YES
syncobj_0x3635394142434538;ReferenzPosition;nvarchar;50;YES
syncobj_0x3635394142434538;ReferenzRechnungsDatum;datetime;NULL;YES
syncobj_0x3635394142434538;ReferenzRechnungsNummer;nvarchar;50;YES
syncobj_0x3635394142434538;ReferenzRechnungsPosition;nvarchar;50;YES
syncobj_0x3638414445413242;Beleg;nvarchar;50;NO
syncobj_0x3638414445413242;ReferenzBuchung;int;NULL;NO
syncobj_0x3638414445413242;UrheberReferenz;int;NULL;NO
syncobj_0x3641304537463130;Beleg;nvarchar;50;NO
syncobj_0x3641304537463130;ReferenzBuchung;int;NULL;NO
syncobj_0x3641304537463130;UrheberReferenz;int;NULL;NO
syncobj_0x3641314642433138;Referenz;nvarchar;50;NO
syncobj_0x3641363145453044;Beleg;nvarchar;50;NO
syncobj_0x3641363145453044;ReferenzBuchung;int;NULL;NO
syncobj_0x3641363145453044;UrheberReferenz;int;NULL;NO
syncobj_0x3642373939333435;Beleg;nvarchar;50;NO
syncobj_0x3642373939333435;UrheberReferenz;int;NULL;NO
syncobj_0x3734313144383346;Beleg;nvarchar;50;NO
syncobj_0x3734313144383346;ReferenzBuchung;int;NULL;NO
syncobj_0x3734313144383346;UrheberReferenz;int;NULL;NO
syncobj_0x3736323738334645;Beleg;nvarchar;50;NO
syncobj_0x3737333442424335;Beleg;nvarchar;50;NO
syncobj_0x3737333442424335;UrheberReferenz;int;NULL;NO
syncobj_0x3744363943393438;IdEdiDokument;int;NULL;YES
syncobj_0x3745414637324537;Beleg;nvarchar;50;NO
syncobj_0x3830383732363734;IdEDIDokumentPosition;int;NULL;NO
syncobj_0x3830443145314637;Beleg;nvarchar;50;NO
syncobj_0x3830443145314637;UrheberReferenz;int;NULL;NO
syncobj_0x3839344430343033;IdEDIDokument;int;NULL;NO
syncobj_0x3839344430343033;IdEDIDokumentPosition;int;NULL;NO
syncobj_0x3842384531423943;IdEDIDokumentPosition;int;NULL;YES
syncobj_0x3842414339303836;Beleg;nvarchar;50;NO
syncobj_0x3844443237443035;IdEdiDokument;int;NULL;YES
syncobj_0x3931453342453142;Beleg;nvarchar;50;YES
syncobj_0x3931453342453142;ReferenzBuchungsDatum;datetime;NULL;YES
syncobj_0x3932433531314146;Beleg;nvarchar;50;NO
syncobj_0x3941434541434544;Beleg;nvarchar;50;YES
syncobj_0x3941434541434544;IdEDIDokumentPosition;int;NULL;YES
syncobj_0x3945444345383738;Beleg;nvarchar;50;NO
syncobj_0x3945444345383738;UrheberReferenz;int;NULL;NO
syncobj_0x4137443430384241;Beleg;nvarchar;50;NO
syncobj_0x4138443530444346;BelegNr;int;NULL;YES
syncobj_0x4145443434374541;Beleg;nvarchar;50;NO
syncobj_0x4232323144333143;IdEDIDokumentPosition;int;NULL;YES
syncobj_0x4232363134373144;Beleg;nvarchar;50;NO
syncobj_0x4232393632313043;Beleg;nvarchar;50;YES
syncobj_0x4233374330383738;BelegNr;nvarchar;10;YES
syncobj_0x4332363532374534;Beleg;nvarchar;50;NO
syncobj_0x4334443744424437;Beleg;nvarchar;50;NO
syncobj_0x4430463142304143;IdEDIDokumentPosition;int;NULL;YES
syncobj_0x4432463831313437;IdEDIDokument;int;NULL;NO
syncobj_0x4432463831313437;ReferenzDatumExtern;datetime;NULL;YES
syncobj_0x4432463831313437;ReferenzNummerExtern;nvarchar;50;YES
syncobj_0x4436313335414234;Beleg;nvarchar;50;NO
syncobj_0x4436313335414234;ReferenzBuchung;int;NULL;NO
syncobj_0x4436313335414234;UrheberReferenz;int;NULL;NO
syncobj_0x4437314434464631;IdJournalBeleg;int;NULL;YES
syncobj_0x4437314434464631;ReferenzDatum;datetime;NULL;YES
syncobj_0x4437314434464631;ReferenzNummer;nvarchar;50;YES
syncobj_0x4438313345333438;IdEDIDokumentPosition;int;NULL;YES
syncobj_0x4439414539423536;Beleg;nvarchar;50;YES
syncobj_0x4446424636453046;BelegNr;nvarchar;10;YES
syncobj_0x4530333546304338;BelegNr;nvarchar;10;YES
syncobj_0x4530413532423730;IdEDIDokument;int;NULL;NO
syncobj_0x4530413532423730;IdEDIDokumentPosition;int;NULL;NO
syncobj_0x4534413944414543;Beleg;nvarchar;50;NO
syncobj_0x4538314344354344;ReferenceBarcode;nvarchar;50;YES
syncobj_0x4538314344354344;ReferenceId;int;NULL;YES
syncobj_0x4538333141393946;IdEDIDokumentPosition;int;NULL;YES
syncobj_0x4542364346463246;IdEDIDokument;int;NULL;NO
syncobj_0x4542364346463246;ReferenzDatumExtern;datetime;NULL;YES
syncobj_0x4542364346463246;ReferenzNummerExtern;nvarchar;50;YES
syncobj_0x4544364645423145;Beleg;nvarchar;50;NO
syncobj_0x4545313935394645;IdJournalBeleg;int;NULL;NO
syncobj_0x4634373032363137;Beleg;nvarchar;50;NO
syncobj_0x4636303439334144;IdJournalBeleg;int;NULL;NO
syncobj_0x4638393338353945;Beleg;nvarchar;50;NO
syncobj_0x4639314443424143;TransportKostenDokumentiert;int;NULL;YES
syncobj_0x4642464543313132;Beleg;nvarchar;50;NO
T_Auftraege;IdEdiDokument;int;NULL;YES
T_AuftragsAbrufe;IdEDIDokumentPosition;int;NULL;YES
T_EAIJournal;IdJournalBeleg;int;NULL;YES
T_EAIJournal;ReferenzDatum;datetime;NULL;YES
T_EAIJournal;ReferenzNummer;nvarchar;50;YES
T_EAIJournalBeleg;IdJournalBeleg;int;NULL;NO
T_EAIJournalLieferPosition;Beleg;nvarchar;50;YES
T_EAIJournalPosition;IdGutschriftBeleg;int;NULL;YES
T_EAIJournalPosition;IdRechnungsBeleg;int;NULL;YES
T_EAIJournalPosition;ReferenzAuftragsBestDatum;datetime;NULL;YES
T_EAIJournalPosition;ReferenzAuftragsBestNummer;nvarchar;50;YES
T_EAIJournalPosition;ReferenzAuftragsBestPosition;nvarchar;50;YES
T_EAIJournalPosition;ReferenzBestellungDatum;datetime;NULL;YES
T_EAIJournalPosition;ReferenzBestellungNummer;nvarchar;50;YES
T_EAIJournalPosition;ReferenzBestellungPosition;nvarchar;50;YES
T_EAIJournalPosition;ReferenzGutschriftDatum;datetime;NULL;YES
T_EAIJournalPosition;ReferenzGutschriftNummer;nvarchar;50;YES
T_EAIJournalPosition;ReferenzGutschriftPosition;nvarchar;50;YES
T_EAIJournalPosition;ReferenzLieferscheinDatum;datetime;NULL;YES
T_EAIJournalPosition;ReferenzLieferscheinNummer;nvarchar;50;YES
T_EAIJournalPosition;ReferenzLieferscheinPosition;nvarchar;50;YES
T_EAIJournalPosition;ReferenzPosition;nvarchar;50;YES
T_EAIJournalPosition;ReferenzRechnungsDatum;datetime;NULL;YES
T_EAIJournalPosition;ReferenzRechnungsNummer;nvarchar;50;YES
T_EAIJournalPosition;ReferenzRechnungsPosition;nvarchar;50;YES
T_EDIDokumente;IdEDIDokument;int;NULL;NO
T_EDIDokumente;ReferenzDatumExtern;datetime;NULL;YES
T_EDIDokumente;ReferenzNummerExtern;nvarchar;50;YES
T_EDIDokumentPositionen;IdEDIDokument;int;NULL;NO
T_EDIDokumentPositionen;IdEDIDokumentPosition;int;NULL;NO
T_EDIPositionDetails;IdEDIDokumentPosition;int;NULL;NO
T_EDIUpload;DokumentTyp;nvarchar;50;NO
T_EinkaufsPreise;Beleg;nvarchar;50;YES
T_EntladePositionen;Beleg;nvarchar;50;NO
T_InventurPositionen;Referenz;nvarchar;50;NO
T_KonsignationsBewegungen;Beleg;nvarchar;50;NO
T_KundenAbrufBestaetigungen;IdEDIDokumentPosition;int;NULL;YES
T_KundenAbrufe;IdEDIDokumentPosition;int;NULL;YES
T_KundenBestandHistorie;IdEDIDokumentPosition;int;NULL;YES
T_LadeAuftraege;TransportKostenDokumentiert;int;NULL;YES
T_LadePositionen;Beleg;nvarchar;50;NO
T_LagerabgleichBarcodes;Beleg;nvarchar;50;NO
T_LagerBuchungen;Beleg;nvarchar;50;NO
T_LagerBuchungen;ReferenzBuchung;int;NULL;NO
T_LagerBuchungen;UrheberReferenz;int;NULL;NO
T_LagerPlanungen;Beleg;nvarchar;50;YES
T_LagerPlanungen;ReferenzBuchungsDatum;datetime;NULL;YES
T_LagerPositionen;Beleg;nvarchar;50;NO
T_LagerPositionen;UrheberReferenz;int;NULL;NO
T_LBW;BelegNr;nvarchar;10;YES
T_LBW_Archiv;BelegNr;nvarchar;10;YES
T_LieferBuchungen;Beleg;nvarchar;50;NO
T_LieferBuchungen;ReferenzBuchung;int;NULL;NO
T_LieferBuchungen;UrheberReferenz;int;NULL;NO
T_LieferPositionen;Beleg;nvarchar;50;NO
T_LieferPositionen;UrheberReferenz;int;NULL;NO
T_PDLBW;BelegNr;int;NULL;YES
T_ProductionFigures;ReferenceBarcode;nvarchar;50;YES
T_ProductionFigures;ReferenceId;int;NULL;YES
T_ProduktionsBuchungen;Beleg;nvarchar;50;NO
T_ProduktionsBuchungen;ReferenzBuchung;int;NULL;NO
T_ProduktionsBuchungen;UrheberReferenz;int;NULL;NO
T_ProduktionsPositionen;Beleg;nvarchar;50;NO
T_ProduktionsPositionen;UrheberReferenz;int;NULL;NO
T_Ruecknahmen;Beleg;nvarchar;50;NO
T_SperrJournal;Beleg;nvarchar;50;NO
T_TmpMatVerbrauch;BelegNr;nvarchar;10;YES
T_Umlagerungen;Beleg;nvarchar;50;NO
T_Wareneingaenge;Beleg;nvarchar;50;NO
T_WareneingangAuftraege;Beleg;nvarchar;50;NO
T_WareneingangPlanungen;Beleg;nvarchar;50;YES
T_WareneingangPlanungen;IdEDIDokumentPosition;int;NULL;YES
T_WareneingangPositionen;Beleg;nvarchar;50;NO
V_AbfallLagerBuchungen;Beleg;nvarchar;50;NO
V_AbfallLagerBuchungen;ReferenzBuchung;int;NULL;NO
V_AbfallLagerBuchungen;UrheberReferenz;int;NULL;NO
V_AppWarenEingaenge;Beleg;nvarchar;50;NO
V_Auftraege;IdEdiDokument;int;NULL;YES
V_AuftraegeMinimal;IdEdiDokument;int;NULL;YES
V_AuftragsAbrufe;IdEdiDokument;int;NULL;NO
V_AuftragsAbrufe;IdEDIDokumentPosition;int;NULL;YES
V_AuslagerungsPositionen;Beleg;nvarchar;50;NO
V_AuslagerungsPositionenBarcodes;Beleg;nvarchar;50;NO
V_Bereitstellungsplan;Beleg;nvarchar;50;NO
V_BestellungenEAIJournal;IdJournalBeleg;int;NULL;YES
V_BestellungenEAIJournal;ReferenzDatum;datetime;NULL;YES
V_BestellungenEAIJournal;ReferenzNummer;nvarchar;50;YES
V_Buchungen;Beleg;nvarchar;50;NO
V_Buchungen;ReferenzBuchung;int;NULL;NO
V_Buchungen;UrheberReferenz;int;NULL;NO
V_DocumentationLinks_CENTRAL;IdDocumentationLink;int;NULL;NO
V_EAIJournalHeader;IdJournalBeleg;int;NULL;YES
V_EAIJournalHeader;ReferenzDatum;datetime;NULL;YES
V_EAIJournalHeader;ReferenzNummer;nvarchar;50;YES
V_EAIJournalHistoryHeader;IdJournalBeleg;int;NULL;YES
V_EAIJournalHistoryHeader;ReferenzDatum;datetime;NULL;YES
V_EAIJournalHistoryHeader;ReferenzNummer;nvarchar;50;YES
V_EAIJournalPositionSummary;IdJournalBeleg;int;NULL;YES
V_EDIDokumente;IdEDIDokument;int;NULL;NO
V_EDIDokumente;ReferenzDatumExtern;datetime;NULL;YES
V_EDIDokumente;ReferenzNummerExtern;nvarchar;50;YES
V_EDIDokumentPositionen;EDIDokumenteValidation;nvarchar;1000;YES
V_EDIDokumentPositionen;IdEDIDokument;int;NULL;YES
V_EDIDokumentPositionen;IdEDIDokumentPosition;int;NULL;NO
V_EDIDokumentPositionen;ReferenzDatumExtern;datetime;NULL;YES
V_EDIDokumentPositionen;ReferenzNummerExtern;nvarchar;50;YES
V_EDIDokumentPositionen_ORDER;EDIDokumenteValidation;nvarchar;1000;YES
V_EDIDokumentPositionen_ORDER;IdEDIDokument;int;NULL;YES
V_EDIDokumentPositionen_ORDER;IdEDIDokumentPosition;int;NULL;NO
V_EDIJournalUpload;DokumentTyp;nvarchar;50;NO
V_EDIPositionDetails;EDIDokumenteValidation;nvarchar;1000;YES
V_EDIPositionDetails;EDIDokumentPositionenValidation;nvarchar;1000;YES
V_EDIPositionDetails;IdEDIDokument;int;NULL;YES
V_EDIPositionDetails;IdEDIDokumentPosition;int;NULL;YES
V_EDIUpload;DokumentTyp;nvarchar;50;NO
V_EinkaufsPreise;Beleg;nvarchar;50;YES
V_EinlagerungsPositionen;Beleg;nvarchar;50;NO
V_eMIS_EAIJournalPositionSummary;IdJournalBeleg_eMIS;int;NULL;YES
V_EntladePositionen;Beleg;nvarchar;50;NO
V_GeplantePositionenPerKontoAbteilungenBelegSum;Beleg;nvarchar;50;NO
V_InventurPositionen;Referenz;nvarchar;50;NO
V_KonsignationsBewegungen;Beleg;nvarchar;50;NO
V_KritischerMaterialVerbrauchKompensiert;Beleg;nvarchar;50;NO
V_KundenAbrufBestaetigungen;IdEDIDokumentPosition;int;NULL;YES
V_KundenAbrufe;IdEDIDokumentPosition;int;NULL;YES
V_KundenBestandHistorie;IdEDIDokumentPosition;int;NULL;YES
V_LadeAuftraege;TransportKostenDokumentiert;int;NULL;YES
V_LadePlanungenLadeAuftragAbruf;LadeAuftragTransportKostenDokumentiert;int;NULL;YES
V_LadePositionen;Beleg;nvarchar;50;NO
V_LagerabgleichBarcodes;Beleg;nvarchar;50;NO
V_LagerabgleichInventurJournal;Beleg;nvarchar;50;NO
V_LagerAbteilungenBelegungen;BelegtePositionen;int;NULL;YES
V_LagerAbteilungenSum;BelegtePositionen;int;NULL;YES
V_LagerBelegungen;Belegt;int;NULL;YES
V_LagerBerechnung;Beleg;nvarchar;50;NO
V_LagerBuchungen;Beleg;nvarchar;50;NO
V_LagerBuchungen;ReferenzBuchung;int;NULL;NO
V_LagerBuchungen;UrheberReferenz;int;NULL;NO
V_LagerBuchungenEinkaufsPreise;Beleg;nvarchar;50;NO
V_LagerKontenBuchungen;Beleg;nvarchar;50;NO
V_LagerKontenBuchungen;ReferenzBuchung;int;NULL;NO
V_LagerKontenBuchungen;UrheberReferenz;int;NULL;NO
V_LagerPlanungen;Beleg;nvarchar;50;YES
V_LagerPlanungen;ReferenzBuchungsDatum;datetime;NULL;YES
V_LagerPlanungenAbrufe;ReferenzBuchungsDatum;datetime;NULL;YES
V_LagerPositionen;Beleg;nvarchar;50;NO
V_LagerPositionen;UrheberReferenz;int;NULL;NO
V_LagerPositionenBarcodes;Beleg;nvarchar;50;NO
V_LagerPositionenBarcodes;UrheberReferenz;int;NULL;NO
V_LagerPositionenBarcodes;UrheberReferenzAlias;nvarchar;50;NO
V_LagerPositionenBarcodes;UrheberReferenzBez;nvarchar;50;NO
V_LagerPositionenBarcodesInventuren;Beleg;nvarchar;50;YES
V_LagerPositionenGeplantSum;Beleg;nvarchar;50;NO
V_LagerPositionenGesperrtSum;Beleg;nvarchar;50;NO
V_LagerPositionenInventuren;Beleg;nvarchar;50;NO
V_LagerPositionenPlanungen;Beleg;nvarchar;50;NO
V_LagerPositionenPlanungen;UrheberReferenz;int;NULL;NO
V_LagerPositionenPlanungen;UrheberReferenzAlias;nvarchar;1;NO
V_LagerPositionenPlanungen;UrheberReferenzBez;nvarchar;1;NO
V_LagerPositionenTotalSum;Beleg;nvarchar;50;NO
V_LBW_BASIS;BelegNr;nvarchar;10;YES
V_LieferBuchungen;Beleg;nvarchar;50;NO
V_LieferBuchungen;ReferenzBuchung;int;NULL;NO
V_LieferBuchungen;UrheberReferenz;int;NULL;NO
V_LieferKontenBuchungen;Beleg;nvarchar;50;NO
V_LieferKontenBuchungen;ReferenzBuchung;int;NULL;NO
V_LieferKontenBuchungen;UrheberReferenz;int;NULL;NO
V_LieferPositionen;Beleg;nvarchar;50;NO
V_LieferPositionen;UrheberReferenz;int;NULL;NO
V_LieferungenFromEAIJournal;Beleg;nvarchar;50;NO
V_Positionen;Beleg;nvarchar;50;NO
V_Positionen;UrheberReferenz;int;NULL;NO
V_ProductionFigures;ReferenceBarcode;nvarchar;50;YES
V_ProductionFigures;ReferenceId;int;NULL;YES
V_ProduktionLagerLieferBuchungen;Beleg;nvarchar;50;NO
V_ProduktionLagerLieferBuchungen;UrheberReferenz;int;NULL;NO
V_ProduktionLagerPositionen;Beleg;nvarchar;50;NO
V_ProduktionLagerPositionen;UrheberReferenz;int;NULL;NO
V_ProduktionLagerPositionenAusgaben;Beleg;nvarchar;50;NO
V_ProduktionLagerPositionenAusgaben;UrheberReferenz;int;NULL;NO
V_ProduktionsBuchungen;Beleg;nvarchar;50;NO
V_ProduktionsBuchungen;ReferenzBuchung;int;NULL;NO
V_ProduktionsBuchungen;UrheberReferenz;int;NULL;NO
V_ProduktionsKontenBuchungen;Beleg;nvarchar;50;NO
V_ProduktionsKontenBuchungen;ReferenzBuchung;int;NULL;NO
V_ProduktionsKontenBuchungen;UrheberReferenz;int;NULL;NO
V_ProduktionsPositionen;Beleg;nvarchar;50;NO
V_ProduktionsPositionen;UrheberReferenz;int;NULL;NO
V_ProduktionsPositionenGeplantSum;Beleg;nvarchar;50;NO
V_ProduktionsPositionenGesperrtSum;Beleg;nvarchar;50;NO
V_ProduktionsPositionenRuecknahmen;Beleg;nvarchar;50;NO
V_ProduktionsPositionenRuecknahmen;UrheberReferenz;int;NULL;NO
V_ProduktionsPositionenTotalSum;Beleg;nvarchar;50;NO
V_RestfulGetStockPositions;Beleg;nvarchar;50;NO
V_RestfulGetStockPositions;UrheberReferenz;int;NULL;NO
V_RestfulGetStockPositions;UrheberReferenzAlias;nvarchar;50;NO
V_RestfulGetStockPositions;UrheberReferenzBez;nvarchar;50;NO
V_Ruecknahmen;Beleg;nvarchar;50;NO
V_SperrJournal;Beleg;nvarchar;50;NO
V_SperrJournalAktuell;Beleg;nvarchar;50;YES
V_TrackerBarcodeSperrHistorie;Beleg;nvarchar;50;NO
V_TrackerLagerBuchungenBarcode;Beleg;nvarchar;50;NO
V_TrackerLagerBuchungenBarcode;UrheberReferenz;int;NULL;NO
V_TrackerLagerBuchungenBarcode;UrheberReferenzAlias;nvarchar;100;NO
V_TrackerLagerBuchungenBarcode;UrheberReferenzBez;nvarchar;50;NO
V_TrackerLagerBuchungenBarcodeBelegSum;Beleg;nvarchar;50;NO
V_TrackerLagerBuchungenBeleg;Beleg;nvarchar;50;NO
V_TrackerLagerBuchungenBelegBarcodeSum;Beleg;nvarchar;50;YES
V_TrackerLagerBuchungenBelegProduktionslosSuchgrenzen;Beleg;nvarchar;50;NO
V_TrackerLagerBuchungenBelegProduktionslosSum;Beleg;nvarchar;50;NO
V_TrackerLagerBuchungenBelegSuchgrenzen;Beleg;nvarchar;50;NO
V_TrackerLagerBuchungenProduktionslosBarcode;Beleg;nvarchar;50;NO
